unitid,institution name,year,Level and degree/certificate-seeking status of student,Grand total,American Indian or Alaska Native total,Asian total,Black or African American total,Hispanic or Latino total,Native Hawaiian or Other Pacific Islander total,White total,Two or more races total,Race/ethnicity unknown total,U.S. Nonresident total,IDX_E12
240444,University of Wisconsin-Madison,2021,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1338,2,70,24,74,3,823,52,13,277,-2
240444,University of Wisconsin-Madison,2021,"All students, Undergraduate, Other degree/certificate-seeking, Continuing",24520,47,1819,489,1427,15,16680,850,696,2497,-2
240444,University of Wisconsin-Madison,2021,"Full-time students, Undergraduate total",30720,61,2402,634,1881,20,20640,1130,884,3068,-2
240444,University of Wisconsin-Madison,2021,"Full-time students, Undergraduate, Degree/certificate-seeking total",30625,60,2394,634,1877,20,20593,1124,881,3042,-2
240444,University of Wisconsin-Madison,2021,"Full-time students, Undergraduate, Degree/certificate-seeking, First-time",7317,17,673,178,523,5,4843,298,216,564,-2
240444,University of Wisconsin-Madison,2021,"Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",23308,43,1721,456,1354,15,15750,826,665,2478,-2
240444,University of Wisconsin-Madison,2021,"Full-time students, Undergraduate, Non-degree/certificate-seeking",95,1,8,0,4,0,47,6,3,26,-2
240444,University of Wisconsin-Madison,2021,"Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1232,1,65,20,64,3,748,47,12,272,-2
240444,University of Wisconsin-Madison,2021,"Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing",22076,42,1656,436,1290,12,15002,779,653,2206,-2
240444,University of Wisconsin-Madison,2021,"Part-time students, Undergraduate total",4851,13,426,158,273,4,3156,167,137,517,-2
240444,University of Wisconsin-Madison,2021,"Part-time students, Undergraduate, Degree/certificate-seeking total",2611,6,173,57,148,3,1793,78,47,306,-2
240444,University of Wisconsin-Madison,2021,"Part-time students, Undergraduate, Degree/certificate-seeking, First-time",61,0,5,0,1,0,40,2,3,10,-2
240444,University of Wisconsin-Madison,2021,"Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",2550,6,168,57,147,3,1753,76,44,296,-2
240444,University of Wisconsin-Madison,2021,"Part-time students, Undergraduate, Non-degree/certificate-seeking",2240,7,253,101,125,1,1363,89,90,211,-2
240444,University of Wisconsin-Madison,2021,"Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",106,1,5,4,10,0,75,5,1,5,-2
240444,University of Wisconsin-Madison,2021,"Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing",2444,5,163,53,137,3,1678,71,43,291,-2
243780,Purdue University-Main Campus,2021,All students total,51304,64,4809,1588,3120,34,29974,1881,824,9010,-2
243780,Purdue University-Main Campus,2021,"All students, Undergraduate total",38502,34,4020,1115,2442,26,24196,1627,493,4549,-2
243780,Purdue University-Main Campus,2021,"All students, Undergraduate, Degree/certificate-seeking total",37615,34,3924,1068,2343,23,23619,1590,481,4533,-2
243780,Purdue University-Main Campus,2021,"All students, Undergraduate, Degree/certificate-seeking, First-time",9127,6,1149,201,597,5,5688,441,126,914,-2
243780,Purdue University-Main Campus,2021,"All students, Undergraduate, Other degree/certificate-seeking",28488,28,2775,867,1746,18,17931,1149,355,3619,-2
243780,Purdue University-Main Campus,2021,"All students, Undergraduate, Non-degree/certificate-seeking",887,0,96,47,99,3,577,37,12,16,-2
243780,Purdue University-Main Campus,2021,"All students, Graduate",12802,30,789,473,678,8,5778,254,331,4461,-2
243780,Purdue University-Main Campus,2021,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1433,2,58,44,107,3,874,34,19,292,-2
243780,Purdue University-Main Campus,2021,"All students, Undergraduate, Other degree/certificate-seeking, Continuing",27055,26,2717,823,1639,15,17057,1115,336,3327,-2
243780,Purdue University-Main Campus,2021,"Full-time students, Undergraduate total",34163,30,3537,885,2040,21,21558,1441,415,4236,-2
243780,Purdue University-Main Campus,2021,"Full-time students, Undergraduate, Degree/certificate-seeking total",34154,30,3536,885,2040,21,21550,1441,415,4236,-2
243780,Purdue University-Main Campus,2021,"Full-time students, Undergraduate, Degree/certificate-seeking, First-time",8974,6,1137,199,586,5,5584,437,125,895,-2
243780,Purdue University-Main Campus,2021,"Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",25180,24,2399,686,1454,16,15966,1004,290,3341,-2
243780,Purdue University-Main Campus,2021,"Full-time students, Undergraduate, Non-degree/certificate-seeking",9,0,1,0,0,0,8,0,0,0,-2
243780,Purdue University-Main Campus,2021,"Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1108,1,47,28,81,2,637,26,12,274,-2
243780,Purdue University-Main Campus,2021,"Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing",24072,23,2352,658,1373,14,15329,978,278,3067,-2
243780,Purdue University-Main Campus,2021,"Part-time students, Undergraduate total",4339,4,483,230,402,5,2638,186,78,313,-2
243780,Purdue University-Main Campus,2021,"Part-time students, Undergraduate, Degree/certificate-seeking total",3461,4,388,183,303,2,2069,149,66,297,-2
243780,Purdue University-Main Campus,2021,"Part-time students, Undergraduate, Degree/certificate-seeking, First-time",153,0,12,2,11,0,104,4,1,19,-2
243780,Purdue University-Main Campus,2021,"Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",3308,4,376,181,292,2,1965,145,65,278,-2
243780,Purdue University-Main Campus,2021,"Part-time students, Undergraduate, Non-degree/certificate-seeking",878,0,95,47,99,3,569,37,12,16,-2
243780,Purdue University-Main Campus,2021,"Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",325,1,11,16,26,1,237,8,7,18,-2
243780,Purdue University-Main Campus,2021,"Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing",2983,3,365,165,266,1,1728,137,58,260,-2
145637,University of Illinois Urbana-Champaign,2020,All students total,57324,24,8897,3163,5825,32,23592,1621,1871,12299,-2
145637,University of Illinois Urbana-Champaign,2020,"All students, Undergraduate total",36277,12,6874,2236,4494,22,15238,1228,635,5538,-2
145637,University of Illinois Urbana-Champaign,2020,"All students, Undergraduate, Degree/certificate-seeking total",33848,11,6507,2167,4388,20,14576,1166,245,4768,-2
145637,University of Illinois Urbana-Champaign,2020,"All students, Undergraduate, Degree/certificate-seeking, First-time",7738,2,1622,526,1150,3,3122,256,86,971,-2
145637,University of Illinois Urbana-Champaign,2020,"All students, Undergraduate, Other degree/certificate-seeking",26110,9,4885,1641,3238,17,11454,910,159,3797,-2
145637,University of Illinois Urbana-Champaign,2020,"All students, Undergraduate, Non-degree/certificate-seeking",2429,1,367,69,106,2,662,62,390,770,-2
145637,University of Illinois Urbana-Champaign,2020,"All students, Graduate",21047,12,2023,927,1331,10,8354,393,1236,6761,-2
145637,University of Illinois Urbana-Champaign,2020,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1751,2,145,140,247,0,872,57,27,261,-2
145637,University of Illinois Urbana-Champaign,2020,"All students, Undergraduate, Other degree/certificate-seeking, Continuing",24359,7,4740,1501,2991,17,10582,853,132,3536,-2
145637,University of Illinois Urbana-Champaign,2020,"Full-time students, Undergraduate total",33571,11,6314,2115,4310,19,14207,1132,237,5226,-2
145637,University of Illinois Urbana-Champaign,2020,"Full-time students, Undergraduate, Degree/certificate-seeking total",32909,11,6314,2115,4308,19,14202,1132,237,4571,-2
145637,University of Illinois Urbana-Champaign,2020,"Full-time students, Undergraduate, Degree/certificate-seeking, First-time",7675,2,1613,522,1144,3,3094,250,85,962,-2
145637,University of Illinois Urbana-Champaign,2020,"Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",25234,9,4701,1593,3164,16,11108,882,152,3609,-2
145637,University of Illinois Urbana-Champaign,2020,"Full-time students, Undergraduate, Non-degree/certificate-seeking",662,0,0,0,2,0,5,0,0,655,-2
145637,University of Illinois Urbana-Champaign,2020,"Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1672,2,139,137,240,0,825,55,25,249,-2
145637,University of Illinois Urbana-Champaign,2020,"Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing",23562,7,4562,1456,2924,16,10283,827,127,3360,-2
145637,University of Illinois Urbana-Champaign,2020,"Part-time students, Undergraduate total",2706,1,560,121,184,3,1031,96,398,312,-2
145637,University of Illinois Urbana-Champaign,2020,"Part-time students, Undergraduate, Degree/certificate-seeking total",939,0,193,52,80,1,374,34,8,197,-2
145637,University of Illinois Urbana-Champaign,2020,"Part-time students, Undergraduate, Degree/certificate-seeking, First-time",63,0,9,4,6,0,28,6,1,9,-2
145637,University of Illinois Urbana-Champaign,2020,"Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",876,0,184,48,74,1,346,28,7,188,-2
145637,University of Illinois Urbana-Champaign,2020,"Part-time students, Undergraduate, Non-degree/certificate-seeking",1767,1,367,69,104,2,657,62,390,115,-2
145637,University of Illinois Urbana-Champaign,2020,"Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",79,0,6,3,7,0,47,2,2,12,-2
145637,University of Illinois Urbana-Champaign,2020,"Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing",797,0,178,45,67,1,299,26,5,176,-2
147767,Northwestern University,2020,All students total,25870,34,3817,1431,2231,16,11142,964,1809,4426,-2
147767,Northwestern University,2020,"All students, Undergraduate total",9827,8,1745,603,1185,5,4319,582,504,876,-2
147767,Northwestern University,2020,"All students, Undergraduate, Degree/certificate-seeking total",9213,8,1639,571,1150,4,4067,568,352,854,-2
147767,Northwestern University,2020,"All students, Undergraduate, Degree/certificate-seeking, First-time",2006,2,408,113,259,1,837,144,21,221,-2
147767,Northwestern University,2020,"All students, Undergraduate, Other degree/certificate-seeking",7207,6,1231,458,891,3,3230,424,331,633,-2
147767,Northwestern University,2020,"All students, Undergraduate, Non-degree/certificate-seeking",614,0,106,32,35,1,252,14,152,22,-2
147767,Northwestern University,2020,"All students, Graduate",16043,26,2072,828,1046,11,6823,382,1305,3550,-2
147767,Northwestern University,2020,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",210,0,56,2,13,0,111,8,16,4,-2
147767,Northwestern University,2020,"All students, Undergraduate, Other degree/certificate-seeking, Continuing",6997,6,1175,456,878,3,3119,416,315,629,-2
147767,Northwestern University,2020,"Full-time students, Undergraduate total",8577,7,1552,487,1059,3,3746,534,339,850,-2
147767,Northwestern University,2020,"Full-time students, Undergraduate, Degree/certificate-seeking total",8457,7,1548,482,1058,3,3723,533,262,841,-2
147767,Northwestern University,2020,"Full-time students, Undergraduate, Degree/certificate-seeking, First-time",2006,2,408,113,259,1,837,144,21,221,-2
147767,Northwestern University,2020,"Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",6451,5,1140,369,799,2,2886,389,241,620,-2
147767,Northwestern University,2020,"Full-time students, Undergraduate, Non-degree/certificate-seeking",120,0,4,5,1,0,23,1,77,9,-2
147767,Northwestern University,2020,"Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",210,0,56,2,13,0,111,8,16,4,-2
147767,Northwestern University,2020,"Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing",6241,5,1084,367,786,2,2775,381,225,616,-2
147767,Northwestern University,2020,"Part-time students, Undergraduate total",1250,1,193,116,126,2,573,48,165,26,-2
147767,Northwestern University,2020,"Part-time students, Undergraduate, Degree/certificate-seeking total",756,1,91,89,92,1,344,35,90,13,-2
147767,Northwestern University,2020,"Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",756,1,91,89,92,1,344,35,90,13,-2
147767,Northwestern University,2020,"Part-time students, Undergraduate, Non-degree/certificate-seeking",494,0,102,27,34,1,229,13,75,13,-2
147767,Northwestern University,2020,"Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing",756,1,91,89,92,1,344,35,90,13,-2
151351,Indiana University-Bloomington,2020,All students total,46441,42,2911,2230,3125,14,30139,1898,278,5804,-2
151351,Indiana University-Bloomington,2020,"All students, Undergraduate total",34790,32,2268,1710,2594,8,23543,1641,103,2891,-2
151351,Indiana University-Bloomington,2020,"All students, Undergraduate, Degree/certificate-seeking total",33990,29,2206,1686,2550,7,23104,1610,94,2704,-2
151351,Indiana University-Bloomington,2020,"All students, Undergraduate, Degree/certificate-seeking, First-time",8339,4,645,337,699,1,5702,420,31,500,-2
151351,Indiana University-Bloomington,2020,"All students, Undergraduate, Other degree/certificate-seeking",25651,25,1561,1349,1851,6,17402,1190,63,2204,-2
151351,Indiana University-Bloomington,2020,"All students, Undergraduate, Non-degree/certificate-seeking",800,3,62,24,44,1,439,31,9,187,-2
151351,Indiana University-Bloomington,2020,"All students, Graduate",11651,10,643,520,531,6,6596,257,175,2913,-2
151351,Indiana University-Bloomington,2020,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",917,2,29,58,65,0,614,36,10,103,-2
151351,Indiana University-Bloomington,2020,"All students, Undergraduate, Other degree/certificate-seeking, Continuing",24734,23,1532,1291,1786,6,16788,1154,53,2101,-2
151351,Indiana University-Bloomington,2020,"Full-time students, Undergraduate total",32570,29,2093,1483,2343,7,22311,1536,91,2677,-2
151351,Indiana University-Bloomington,2020,"Full-time students, Undergraduate, Degree/certificate-seeking total",32413,28,2091,1477,2337,7,22261,1535,90,2587,-2
151351,Indiana University-Bloomington,2020,"Full-time students, Undergraduate, Degree/certificate-seeking, First-time",8316,4,644,337,697,1,5686,420,31,496,-2
151351,Indiana University-Bloomington,2020,"Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",24097,24,1447,1140,1640,6,16575,1115,59,2091,-2
151351,Indiana University-Bloomington,2020,"Full-time students, Undergraduate, Non-degree/certificate-seeking",157,1,2,6,6,0,50,1,1,90,-2
151351,Indiana University-Bloomington,2020,"Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",887,2,27,57,64,0,590,35,10,102,-2
151351,Indiana University-Bloomington,2020,"Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing",23210,22,1420,1083,1576,6,15985,1080,49,1989,-2
151351,Indiana University-Bloomington,2020,"Part-time students, Undergraduate total",2220,3,175,227,251,1,1232,105,12,214,-2
151351,Indiana University-Bloomington,2020,"Part-time students, Undergraduate, Degree/certificate-seeking total",1577,1,115,209,213,0,843,75,4,117,-2
151351,Indiana University-Bloomington,2020,"Part-time students, Undergraduate, Degree/certificate-seeking, First-time",23,0,1,0,2,0,16,0,0,4,-2
151351,Indiana University-Bloomington,2020,"Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",1554,1,114,209,211,0,827,75,4,113,-2
151351,Indiana University-Bloomington,2020,"Part-time students, Undergraduate, Non-degree/certificate-seeking",643,2,60,18,38,1,389,30,8,97,-2
151351,Indiana University-Bloomington,2020,"Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",30,0,2,1,1,0,24,1,0,1,-2
151351,Indiana University-Bloomington,2020,"Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing",1524,1,112,208,210,0,803,74,4,112,-2
153658,University of Iowa,2020,All students total,34495,65,1580,1092,2509,21,24219,1092,1305,2612,-2
153658,University of Iowa,2020,"All students, Undergraduate total",25755,51,1095,800,2033,19,18553,873,898,1433,-2
153658,University of Iowa,2020,"All students, Undergraduate, Degree/certificate-seeking total",24161,49,1012,748,1920,18,17746,834,492,1342,-2
153658,University of Iowa,2020,"All students, Undergraduate, Degree/certificate-seeking, First-time",5043,15,209,137,448,6,3780,187,121,140,-2
153658,University of Iowa,2020,"All students, Undergraduate, Other degree/certificate-seeking",19118,34,803,611,1472,12,13966,647,371,1202,-2
153658,University of Iowa,2020,"All students, Undergraduate, Non-degree/certificate-seeking",1594,2,83,52,113,1,807,39,406,91,-2
153658,University of Iowa,2020,"All students, Graduate",8740,14,485,292,476,2,5666,219,407,1179,-2
153658,University of Iowa,2020,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1473,1,54,86,126,2,1070,47,46,41,-2
153658,University of Iowa,2020,"All students, Undergraduate, Other degree/certificate-seeking, Continuing",17645,33,749,525,1346,10,12896,600,325,1161,-2
153658,University of Iowa,2020,"Full-time students, Undergraduate total",21771,42,907,631,1754,18,16055,758,409,1197,-2
153658,University of Iowa,2020,"Full-time students, Undergraduate, Degree/certificate-seeking total",21600,42,903,625,1745,18,15939,754,401,1173,-2
153658,University of Iowa,2020,"Full-time students, Undergraduate, Degree/certificate-seeking, First-time",4981,15,207,137,441,6,3741,185,121,128,-2
153658,University of Iowa,2020,"Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",16619,27,696,488,1304,12,12198,569,280,1045,-2
153658,University of Iowa,2020,"Full-time students, Undergraduate, Non-degree/certificate-seeking",171,0,4,6,9,0,116,4,8,24,-2
153658,University of Iowa,2020,"Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1233,1,42,66,114,2,903,39,30,36,-2
153658,University of Iowa,2020,"Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing",15386,26,654,422,1190,10,11295,530,250,1009,-2
153658,University of Iowa,2020,"Part-time students, Undergraduate total",3984,9,188,169,279,1,2498,115,489,236,-2
153658,University of Iowa,2020,"Part-time students, Undergraduate, Degree/certificate-seeking total",2561,7,109,123,175,0,1807,80,91,169,-2
153658,University of Iowa,2020,"Part-time students, Undergraduate, Degree/certificate-seeking, First-time",62,0,2,0,7,0,39,2,0,12,-2
153658,University of Iowa,2020,"Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",2499,7,107,123,168,0,1768,78,91,157,-2
153658,University of Iowa,2020,"Part-time students, Undergraduate, Non-degree/certificate-seeking",1423,2,79,46,104,1,691,35,398,67,-2
153658,University of Iowa,2020,"Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",240,0,12,20,12,0,167,8,16,5,-2
153658,University of Iowa,2020,"Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing",2259,7,95,103,156,0,1601,70,75,152,-2
170976,University of Michigan-Ann Arbor,2020,All students total,49530,76,6558,2116,3206,17,25749,1982,2203,7623,-2
170976,University of Michigan-Ann Arbor,2020,"All students, Undergraduate total",32146,40,4952,1301,2196,14,18082,1513,1458,2590,-2
170976,University of Michigan-Ann Arbor,2020,"All students, Undergraduate, Degree/certificate-seeking total",31757,40,4926,1294,2187,14,17982,1509,1431,2374,-2
170976,University of Michigan-Ann Arbor,2020,"All students, Undergraduate, Degree/certificate-seeking, First-time",6850,13,1227,247,519,2,3819,347,367,309,-2
170976,University of Michigan-Ann Arbor,2020,"All students, Undergraduate, Other degree/certificate-seeking",24907,27,3699,1047,1668,12,14163,1162,1064,2065,-2
170976,University of Michigan-Ann Arbor,2020,"All students, Undergraduate, Non-degree/certificate-seeking",389,0,26,7,9,0,100,4,27,216,-2
170976,University of Michigan-Ann Arbor,2020,"All students, Graduate",17384,36,1606,815,1010,3,7667,469,745,5033,-2
170976,University of Michigan-Ann Arbor,2020,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1546,2,136,59,105,0,662,55,46,481,-2
170976,University of Michigan-Ann Arbor,2020,"All students, Undergraduate, Other degree/certificate-seeking, Continuing",23361,25,3563,988,1563,12,13501,1107,1018,1584,-2
170976,University of Michigan-Ann Arbor,2020,"Full-time students, Undergraduate total",30851,38,4719,1255,2135,14,17302,1459,1380,2549,-2
170976,University of Michigan-Ann Arbor,2020,"Full-time students, Undergraduate, Degree/certificate-seeking total",30599,38,4713,1254,2132,14,17279,1458,1374,2337,-2
170976,University of Michigan-Ann Arbor,2020,"Full-time students, Undergraduate, Degree/certificate-seeking, First-time",6833,13,1224,245,517,2,3811,347,366,308,-2
170976,University of Michigan-Ann Arbor,2020,"Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",23766,25,3489,1009,1615,12,13468,1111,1008,2029,-2
170976,University of Michigan-Ann Arbor,2020,"Full-time students, Undergraduate, Non-degree/certificate-seeking",252,0,6,1,3,0,23,1,6,212,-2
170976,University of Michigan-Ann Arbor,2020,"Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1492,2,134,55,100,0,626,53,41,481,-2
170976,University of Michigan-Ann Arbor,2020,"Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing",22274,23,3355,954,1515,12,12842,1058,967,1548,-2
170976,University of Michigan-Ann Arbor,2020,"Part-time students, Undergraduate total",1295,2,233,46,61,0,780,54,78,41,-2
170976,University of Michigan-Ann Arbor,2020,"Part-time students, Undergraduate, Degree/certificate-seeking total",1158,2,213,40,55,0,703,51,57,37,-2
170976,University of Michigan-Ann Arbor,2020,"Part-time students, Undergraduate, Degree/certificate-seeking, First-time",17,0,3,2,2,0,8,0,1,1,-2
170976,University of Michigan-Ann Arbor,2020,"Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",1141,2,210,38,53,0,695,51,56,36,-2
170976,University of Michigan-Ann Arbor,2020,"Part-time students, Undergraduate, Non-degree/certificate-seeking",137,0,20,6,6,0,77,3,21,4,-2
170976,University of Michigan-Ann Arbor,2020,"Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",54,0,2,4,5,0,36,2,5,0,-2
170976,University of Michigan-Ann Arbor,2020,"Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing",1087,2,208,34,48,0,659,49,51,36,-2
171100,Michigan State University,2020,All students total,55406,137,3261,3971,2880,48,36285,1721,679,6424,-2
171100,Michigan State University,2020,"All students, Undergraduate total",42294,79,2537,3237,2204,30,28403,1422,405,3977,-2
171100,Michigan State University,2020,"All students, Undergraduate, Degree/certificate-seeking total",41694,77,2503,3217,2174,28,28215,1408,384,3688,-2
171100,Michigan State University,2020,"All students, Undergraduate, Degree/certificate-seeking, First-time",8939,15,611,639,529,4,5975,329,173,664,-2
171100,Michigan State University,2020,"All students, Undergraduate, Other degree/certificate-seeking",32755,62,1892,2578,1645,24,22240,1079,211,3024,-2
171100,Michigan State University,2020,"All students, Undergraduate, Non-degree/certificate-seeking",600,2,34,20,30,2,188,14,21,289,-2
171100,Michigan State University,2020,"All students, Graduate",13112,58,724,734,676,18,7882,299,274,2447,-2
171100,Michigan State University,2020,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1732,3,98,119,99,1,1306,61,11,34,-2
171100,Michigan State University,2020,"All students, Undergraduate, Other degree/certificate-seeking, Continuing",31023,59,1794,2459,1546,23,20934,1018,200,2990,-2
171100,Michigan State University,2020,"Full-time students, Undergraduate total",36974,55,2217,2863,1926,26,24679,1247,341,3620,-2
171100,Michigan State University,2020,"Full-time students, Undergraduate, Degree/certificate-seeking total",36675,55,2215,2853,1920,25,24677,1245,335,3350,-2
171100,Michigan State University,2020,"Full-time students, Undergraduate, Degree/certificate-seeking, First-time",8762,13,601,627,519,4,5846,321,171,660,-2
171100,Michigan State University,2020,"Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",27913,42,1614,2226,1401,21,18831,924,164,2690,-2
171100,Michigan State University,2020,"Full-time students, Undergraduate, Non-degree/certificate-seeking",299,0,2,10,6,1,2,2,6,270,-2
171100,Michigan State University,2020,"Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1555,0,93,106,92,1,1170,53,8,32,-2
171100,Michigan State University,2020,"Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing",26358,42,1521,2120,1309,20,17661,871,156,2658,-2
171100,Michigan State University,2020,"Part-time students, Undergraduate total",5320,24,320,374,278,4,3724,175,64,357,-2
171100,Michigan State University,2020,"Part-time students, Undergraduate, Degree/certificate-seeking total",5019,22,288,364,254,3,3538,163,49,338,-2
171100,Michigan State University,2020,"Part-time students, Undergraduate, Degree/certificate-seeking, First-time",177,2,10,12,10,0,129,8,2,4,-2
171100,Michigan State University,2020,"Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",4842,20,278,352,244,3,3409,155,47,334,-2
171100,Michigan State University,2020,"Part-time students, Undergraduate, Non-degree/certificate-seeking",301,2,32,10,24,1,186,12,15,19,-2
171100,Michigan State University,2020,"Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",177,3,5,13,7,0,136,8,3,2,-2
171100,Michigan State University,2020,"Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing",4665,17,273,339,237,3,3273,147,44,332,-2
174066,University of Minnesota-Twin Cities,2020,All students total,63760,203,5866,3140,2955,49,35359,2147,7326,6715,-2
174066,University of Minnesota-Twin Cities,2020,"All students, Undergraduate total",46109,131,4753,2524,2250,37,25335,1678,6137,3264,-2
174066,University of Minnesota-Twin Cities,2020,"All students, Undergraduate, Degree/certificate-seeking total",33081,82,3425,1790,1514,22,21506,1427,512,2803,-2
174066,University of Minnesota-Twin Cities,2020,"All students, Undergraduate, Degree/certificate-seeking, First-time",6298,16,751,261,265,3,4109,294,144,455,-2
174066,University of Minnesota-Twin Cities,2020,"All students, Undergraduate, Other degree/certificate-seeking",26783,66,2674,1529,1249,19,17397,1133,368,2348,-2
174066,University of Minnesota-Twin Cities,2020,"All students, Undergraduate, Non-degree/certificate-seeking",13028,49,1328,734,736,15,3829,251,5625,461,-2
174066,University of Minnesota-Twin Cities,2020,"All students, Graduate",17651,72,1113,616,705,12,10024,469,1189,3451,-2
174066,University of Minnesota-Twin Cities,2020,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",2783,7,221,261,149,0,1600,116,33,396,-2
174066,University of Minnesota-Twin Cities,2020,"All students, Undergraduate, Other degree/certificate-seeking, Continuing",24000,59,2453,1268,1100,19,15797,1017,335,1952,-2
174066,University of Minnesota-Twin Cities,2020,"Full-time students, Undergraduate total",30066,57,3103,1467,1322,21,19040,1269,832,2955,-2
174066,University of Minnesota-Twin Cities,2020,"Full-time students, Undergraduate, Degree/certificate-seeking total",28664,56,2981,1435,1279,21,18678,1225,427,2562,-2
174066,University of Minnesota-Twin Cities,2020,"Full-time students, Undergraduate, Degree/certificate-seeking, First-time",6081,13,727,250,253,3,3974,276,140,445,-2
174066,University of Minnesota-Twin Cities,2020,"Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",22583,43,2254,1185,1026,18,14704,949,287,2117,-2
174066,University of Minnesota-Twin Cities,2020,"Full-time students, Undergraduate, Non-degree/certificate-seeking",1402,1,122,32,43,0,362,44,405,393,-2
174066,University of Minnesota-Twin Cities,2020,"Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",2313,4,182,180,116,0,1340,93,23,375,-2
174066,University of Minnesota-Twin Cities,2020,"Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing",20270,39,2072,1005,910,18,13364,856,264,1742,-2
174066,University of Minnesota-Twin Cities,2020,"Part-time students, Undergraduate total",16043,74,1650,1057,928,16,6295,409,5305,309,-2
174066,University of Minnesota-Twin Cities,2020,"Part-time students, Undergraduate, Degree/certificate-seeking total",4417,26,444,355,235,1,2828,202,85,241,-2
174066,University of Minnesota-Twin Cities,2020,"Part-time students, Undergraduate, Degree/certificate-seeking, First-time",217,3,24,11,12,0,135,18,4,10,-2
174066,University of Minnesota-Twin Cities,2020,"Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",4200,23,420,344,223,1,2693,184,81,231,-2
174066,University of Minnesota-Twin Cities,2020,"Part-time students, Undergraduate, Non-degree/certificate-seeking",11626,48,1206,702,693,15,3467,207,5220,68,-2
174066,University of Minnesota-Twin Cities,2020,"Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",470,3,39,81,33,0,260,23,10,21,-2
174066,University of Minnesota-Twin Cities,2020,"Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing",3730,20,381,263,190,1,2433,161,71,210,-2
