unitid,institution name,year,Level and degree/certificate-seeking status of student,Grand total,American Indian or Alaska Native total,Asian total,Black or African American total,Hispanic or Latino total,Native Hawaiian or Other Pacific Islander total,White total,Two or more races total,Race/ethnicity unknown total,U.S. Nonresident total,IDX_E12
171100,Michigan State University,2009,Undergraduate,38011,271,1922,3062,1088,,28549,,661,2458,-2
171100,Michigan State University,2009,First professional,2146,17,278,78,64,,1680,,16,13,-2
171100,Michigan State University,2009,Graduate,10742,71,391,525,294,,6429,,449,2583,-2
174066,University of Minnesota-Twin Cities,2009,All students total,65006,477,5080,2598,1466,,45464,367,4889,4665,-2
174066,University of Minnesota-Twin Cities,2009,Undergraduate,43097,335,3787,1964,1009,,30794,303,3435,1470,-2
174066,University of Minnesota-Twin Cities,2009,Graduate,21909,142,1293,634,457,,14670,64,1454,3195,-2
204796,Ohio State University-Main Campus,2009,All students total,62807,227,3158,4186,1587,,46030,,2510,5109,-2
204796,Ohio State University-Main Campus,2009,Undergraduate,45667,166,2385,3262,1236,,35529,,1216,1873,-2
204796,Ohio State University-Main Campus,2009,Graduate,17140,61,773,924,351,,10501,,1294,3236,-2
240444,University of Wisconsin-Madison,2009,All students total,45989,269,2382,1313,1542,,35888,236,0,4359,-2
240444,University of Wisconsin-Madison,2009,Undergraduate,33669,194,1850,956,1158,,27445,153,0,1913,-2
240444,University of Wisconsin-Madison,2009,Graduate,12320,75,532,357,384,,8443,83,0,2446,-2
243780,Purdue University-Main Campus,2009,All students total,44347,233,2253,1562,1226,,32758,,123,6192,-2
243780,Purdue University-Main Campus,2009,Undergraduate,34861,201,1885,1238,1013,,27830,,58,2636,-2
243780,Purdue University-Main Campus,2009,Graduate,9486,32,368,324,213,,4928,,65,3556,-2
145637,University of Illinois Urbana-Champaign,2008,All students total,45070,124,4849,2857,2703,,27387,,1287,5863,-2
145637,University of Illinois Urbana-Champaign,2008,Undergraduate,32114,92,4080,2263,2257,,20822,,716,1884,-2
145637,University of Illinois Urbana-Champaign,2008,First professional,1013,5,93,46,41,,608,,195,25,-2
145637,University of Illinois Urbana-Champaign,2008,Graduate,11943,27,676,548,405,,5957,,376,3954,-2
147767,Northwestern University,2008,All students total,22189,37,2543,1057,966,,10701,,4104,2781,-2
147767,Northwestern University,2008,Undergraduate,9844,14,1536,554,580,,5546,,1003,611,-2
147767,Northwestern University,2008,First professional,2026,6,204,110,82,,907,,378,339,-2
147767,Northwestern University,2008,Graduate,10319,17,803,393,304,,4248,,2723,1831,-2
151351,Indiana University-Bloomington,2008,All students total,43039,124,1524,1914,1077,,33366,,638,4396,-2
151351,Indiana University-Bloomington,2008,Undergraduate,32502,86,1182,1480,758,,26453,,501,2042,-2
151351,Indiana University-Bloomington,2008,First professional,944,1,43,64,38,,762,,16,20,-2
151351,Indiana University-Bloomington,2008,Graduate,9593,37,299,370,281,,6151,,121,2334,-2
153658,University of Iowa,2008,All students total,34716,182,1275,925,957,,26718,,2325,2334,-2
153658,University of Iowa,2008,Undergraduate,23770,127,838,615,644,,19690,,1267,589,-2
153658,University of Iowa,2008,First professional,3243,16,225,83,123,,2128,,491,177,-2
153658,University of Iowa,2008,Graduate,7703,39,212,227,190,,4900,,567,1568,-2
170976,University of Michigan-Ann Arbor,2008,All students total,43391,351,5007,2558,1836,,25695,,2335,5609,-2
170976,University of Michigan-Ann Arbor,2008,Undergraduate,26964,255,3217,1737,1247,,17561,,1563,1384,-2
170976,University of Michigan-Ann Arbor,2008,Graduate,16427,96,1790,821,589,,8134,,772,4225,-2
171100,Michigan State University,2008,All students total,50257,349,2586,3668,1419,,36925,,933,4377,-2
171100,Michigan State University,2008,Undergraduate,37813,267,1952,3062,1092,,28999,,549,1892,-2
171100,Michigan State University,2008,First professional,1922,15,245,87,62,,1496,,9,8,-2
171100,Michigan State University,2008,Graduate,10522,67,389,519,265,,6430,,375,2477,-2
174066,University of Minnesota-Twin Cities,2008,All students total,63716,517,4969,2590,1339,,44716,,5477,4108,-2
174066,University of Minnesota-Twin Cities,2008,Undergraduate,41809,358,3771,1987,893,,30310,,3618,872,-2
174066,University of Minnesota-Twin Cities,2008,First professional,4027,50,366,87,106,,2843,,384,191,-2
174066,University of Minnesota-Twin Cities,2008,Graduate,17880,109,832,516,340,,11563,,1475,3045,-2
204796,Ohio State University-Main Campus,2008,All students total,61455,227,3116,4245,1510,,45433,,2155,4769,-2
204796,Ohio State University-Main Campus,2008,Undergraduate,44493,173,2311,3283,1169,,34894,,1154,1509,-2
204796,Ohio State University-Main Campus,2008,Graduate,16962,54,805,962,341,,10539,,1001,3260,-2
240444,University of Wisconsin-Madison,2008,All students total,46187,315,2489,1324,1464,,36484,,0,4111,-2
240444,University of Wisconsin-Madison,2008,Undergraduate,33745,220,1948,962,1091,,27856,,0,1668,-2
240444,University of Wisconsin-Madison,2008,Graduate,12442,95,541,362,373,,8628,,0,2443,-2
243780,Purdue University-Main Campus,2008,All students total,44577,222,2192,1612,1209,,33633,,0,5709,-2
243780,Purdue University-Main Campus,2008,Undergraduate,35009,192,1860,1291,997,,28343,,0,2326,-2
243780,Purdue University-Main Campus,2008,First professional,980,3,69,33,20,,822,,0,33,-2
243780,Purdue University-Main Campus,2008,Graduate,8588,27,263,288,192,,4468,,0,3350,-2
145637,University of Illinois Urbana-Champaign,2007,All students total,45750,130,4757,2836,2702,,28149,,1433,5743,-2
145637,University of Illinois Urbana-Champaign,2007,Undergraduate,32383,98,3941,2278,2242,,21373,,708,1743,-2
145637,University of Illinois Urbana-Champaign,2007,First professional,1053,5,122,38,53,,582,,223,30,-2
145637,University of Illinois Urbana-Champaign,2007,Graduate,12314,27,694,520,407,,6194,,502,3970,-2
147767,Northwestern University,2007,All students total,21178,49,2475,1023,899,,10667,,3410,2655,-2
147767,Northwestern University,2007,Undergraduate,10273,15,1494,528,550,,5716,,1345,625,-2
147767,Northwestern University,2007,First professional,2106,9,230,106,80,,898,,466,317,-2
147767,Northwestern University,2007,Graduate,8799,25,751,389,269,,4053,,1599,1713,-2
151351,Indiana University-Bloomington,2007,All students total,42782,117,1477,1948,995,,33601,,596,4048,-2
151351,Indiana University-Bloomington,2007,Undergraduate,32172,77,1144,1494,720,,26450,,444,1843,-2
151351,Indiana University-Bloomington,2007,First professional,964,0,48,53,31,,799,,14,19,-2
151351,Indiana University-Bloomington,2007,Graduate,9646,40,285,401,244,,6352,,138,2186,-2
153658,University of Iowa,2007,All students total,34609,186,1270,868,951,,26823,,2128,2383,-2
153658,University of Iowa,2007,Undergraduate,23677,143,847,576,631,,19865,,1129,486,-2
153658,University of Iowa,2007,First professional,3287,17,215,80,126,,2155,,481,213,-2
153658,University of Iowa,2007,Graduate,7645,26,208,212,194,,4803,,518,1684,-2
170976,University of Michigan-Ann Arbor,2007,All students total,42447,349,5017,2682,1845,,25401,,1880,5273,-2
170976,University of Michigan-Ann Arbor,2007,Undergraduate,26487,254,3177,1834,1236,,17431,,1265,1290,-2
170976,University of Michigan-Ann Arbor,2007,First professional,2642,44,499,184,143,,1505,,151,116,-2
170976,University of Michigan-Ann Arbor,2007,Graduate,13318,51,1341,664,466,,6465,,464,3867,-2
171100,Michigan State University,2007,All students total,49946,348,2605,3813,1469,,36962,,714,4035,-2
171100,Michigan State University,2007,Undergraduate,37692,275,2040,3173,1109,,29132,,417,1546,-2
171100,Michigan State University,2007,First professional,1809,12,207,80,73,,1427,,5,5,-2
171100,Michigan State University,2007,Graduate,10445,61,358,560,287,,6403,,292,2484,-2
174066,University of Minnesota-Twin Cities,2007,All students total,62622,502,4908,2476,1275,,44550,,4907,4004,-2
174066,University of Minnesota-Twin Cities,2007,Undergraduate,40673,337,3687,1884,856,,30090,,3111,708,-2
174066,University of Minnesota-Twin Cities,2007,First professional,4115,45,405,94,99,,2920,,346,206,-2
174066,University of Minnesota-Twin Cities,2007,Graduate,17834,120,816,498,320,,11540,,1450,3090,-2
204796,Ohio State University-Main Campus,2007,All students total,60466,243,3111,4361,1409,,44735,,1949,4658,-2
204796,Ohio State University-Main Campus,2007,Undergraduate,43751,188,2304,3374,1116,,34264,,1040,1465,-2
204796,Ohio State University-Main Campus,2007,First professional,3322,15,354,162,66,,2451,,219,55,-2
204796,Ohio State University-Main Campus,2007,Graduate,13393,40,453,825,227,,8020,,690,3138,-2
240444,University of Wisconsin-Madison,2007,All students total,45762,271,2392,1263,1386,,36605,,0,3845,-2
240444,University of Wisconsin-Madison,2007,Undergraduate,33362,182,1877,929,1012,,27939,,0,1423,-2
240444,University of Wisconsin-Madison,2007,First professional,2586,29,183,109,96,,2112,,0,57,-2
240444,University of Wisconsin-Madison,2007,Graduate,9814,60,332,225,278,,6554,,0,2365,-2
243780,Purdue University-Main Campus,2007,All students total,44494,209,2137,1585,1192,,33841,,0,5530,-2
243780,Purdue University-Main Campus,2007,Undergraduate,34990,181,1858,1251,966,,28612,,0,2122,-2
243780,Purdue University-Main Campus,2007,First professional,959,1,52,39,22,,823,,0,22,-2
243780,Purdue University-Main Campus,2007,Graduate,8545,27,227,295,204,,4406,,0,3386,-2
145637,University of Illinois Urbana-Champaign,2006,All students total,43398,129,4793,2610,2451,,27289,,1033,5093,-2
145637,University of Illinois Urbana-Champaign,2006,Undergraduate,31139,94,3942,2102,2025,,20926,,601,1449,-2
145637,University of Illinois Urbana-Champaign,2006,First professional,1033,5,133,40,56,,665,,116,18,-2
145637,University of Illinois Urbana-Champaign,2006,Graduate,11226,30,718,468,370,,5698,,316,3626,-2
147767,Northwestern University,2006,All students total,20394,37,2447,937,847,,10529,,3050,2547,-2
147767,Northwestern University,2006,Undergraduate,10053,13,1516,505,532,,5706,,1126,655,-2
147767,Northwestern University,2006,First professional,2059,4,233,93,74,,927,,471,257,-2
147767,Northwestern University,2006,Graduate,8282,20,698,339,241,,3896,,1453,1635,-2
151351,Indiana University-Bloomington,2006,All students total,42250,103,1422,1904,945,,33551,,743,3582,-2
151351,Indiana University-Bloomington,2006,Undergraduate,31853,69,1087,1489,698,,26450,,554,1506,-2
151351,Indiana University-Bloomington,2006,First professional,981,0,56,51,28,,812,,17,17,-2
151351,Indiana University-Bloomington,2006,Graduate,9416,34,279,364,219,,6289,,172,2059,-2
153658,University of Iowa,2006,All students total,34426,159,1215,846,911,,26836,,1802,2657,-2
153658,University of Iowa,2006,Undergraduate,23158,109,819,565,603,,19664,,937,461,-2
153658,University of Iowa,2006,First professional,3312,22,191,84,115,,2264,,409,227,-2
153658,University of Iowa,2006,Graduate,7956,28,205,197,193,,4908,,456,1969,-2
170976,University of Michigan-Ann Arbor,2006,All students total,42332,355,5028,2831,1855,,25239,,1786,5238,-2
170976,University of Michigan-Ann Arbor,2006,Undergraduate,26400,249,3197,1953,1259,,17195,,1264,1283,-2
170976,University of Michigan-Ann Arbor,2006,First professional,2687,48,493,202,140,,1535,,155,114,-2
170976,University of Michigan-Ann Arbor,2006,Graduate,13245,58,1338,676,456,,6509,,367,3841,-2
171100,Michigan State University,2006,All students total,49592,358,2617,3851,1456,,36955,,592,3763,-2
171100,Michigan State University,2006,Undergraduate,37506,278,2059,3236,1092,,29061,,335,1445,-2
171100,Michigan State University,2006,First professional,1690,10,194,74,72,,1327,,5,8,-2
171100,Michigan State University,2006,Graduate,10396,70,364,541,292,,6567,,252,2310,-2
174066,University of Minnesota-Twin Cities,2006,All students total,62845,488,4818,2324,1206,,44647,,5411,3951,-2
174066,University of Minnesota-Twin Cities,2006,Undergraduate,40703,310,3596,1739,812,,30125,,3440,681,-2
174066,University of Minnesota-Twin Cities,2006,First professional,4101,47,437,83,91,,2951,,304,188,-2
174066,University of Minnesota-Twin Cities,2006,Graduate,18041,131,785,502,303,,11571,,1667,3082,-2
204796,Ohio State University-Main Campus,2006,All students total,59714,240,3020,4507,1370,,43767,,1995,4815,-2
204796,Ohio State University-Main Campus,2006,Undergraduate,42719,183,2258,3422,1079,,33248,,993,1536,-2
204796,Ohio State University-Main Campus,2006,First professional,3353,14,350,173,62,,2418,,280,56,-2
204796,Ohio State University-Main Campus,2006,Graduate,13642,43,412,912,229,,8101,,722,3223,-2
240444,University of Wisconsin-Madison,2006,All students total,45955,264,2230,1185,1299,,36776,,0,4201,-2
240444,University of Wisconsin-Madison,2006,Undergraduate,33260,197,1770,884,938,,28062,,0,1409,-2
240444,University of Wisconsin-Madison,2006,First professional,2534,23,149,100,89,,2117,,0,56,-2
240444,University of Wisconsin-Madison,2006,Graduate,10161,44,311,201,272,,6597,,0,2736,-2
243780,Purdue University-Main Campus,2006,All students total,43911,189,2017,1548,1134,,33529,,0,5494,-2
243780,Purdue University-Main Campus,2006,Undergraduate,34531,163,1752,1225,915,,28360,,0,2116,-2
243780,Purdue University-Main Campus,2006,First professional,912,1,46,34,21,,792,,0,18,-2
243780,Purdue University-Main Campus,2006,Graduate,8468,25,219,289,198,,4377,,0,3360,-2
145637,University of Illinois Urbana-Champaign,2005,All students total,43353,116,4739,2656,2378,,26906,,1406,5152,-2
145637,University of Illinois Urbana-Champaign,2005,Undergraduate,30870,80,3863,2157,1958,,20404,,1013,1395,-2
145637,University of Illinois Urbana-Champaign,2005,First professional,1076,5,129,51,57,,750,,69,15,-2
145637,University of Illinois Urbana-Champaign,2005,Graduate,11407,31,747,448,363,,5752,,324,3742,-2
147767,Northwestern University,2005,All students total,19696,50,2481,910,800,,10666,,2298,2491,-2
147767,Northwestern University,2005,Undergraduate,9954,27,1540,494,496,,5705,,1063,629,-2
147767,Northwestern University,2005,First professional,1935,6,211,97,78,,983,,306,254,-2
147767,Northwestern University,2005,Graduate,7807,17,730,319,226,,3978,,929,1608,-2
151351,Indiana University-Bloomington,2005,All students total,41759,106,1400,1747,948,,33429,,1064,3065,-2
151351,Indiana University-Bloomington,2005,Undergraduate,31859,71,1061,1366,705,,26710,,677,1269,-2
151351,Indiana University-Bloomington,2005,First professional,971,0,55,49,33,,796,,17,21,-2
151351,Indiana University-Bloomington,2005,Graduate,8929,35,284,332,210,,5923,,370,1775,-2
153658,University of Iowa,2005,All students total,34501,186,1268,844,857,,26911,,1808,2627,-2
153658,University of Iowa,2005,Undergraduate,22996,122,833,561,551,,19550,,914,465,-2
153658,University of Iowa,2005,First professional,3356,27,204,80,120,,2339,,375,211,-2
153658,University of Iowa,2005,Graduate,8149,37,231,203,186,,5022,,519,1951,-2
170976,University of Michigan-Ann Arbor,2005,All students total,41738,335,4921,2823,1803,,24759,,1922,5175,-2
170976,University of Michigan-Ann Arbor,2005,Undergraduate,25674,236,3115,1958,1196,,16489,,1397,1283,-2
170976,University of Michigan-Ann Arbor,2005,First professional,2640,44,448,189,136,,1573,,156,94,-2
170976,University of Michigan-Ann Arbor,2005,Graduate,13424,55,1358,676,471,,6697,,369,3798,-2
171100,Michigan State University,2005,All students total,49156,327,2522,3825,1440,,36678,,552,3812,-2
171100,Michigan State University,2005,Undergraduate,37260,255,2024,3183,1081,,28973,,333,1411,-2
171100,Michigan State University,2005,First professional,1398,13,128,64,71,,1107,,4,11,-2
171100,Michigan State University,2005,Graduate,10498,59,370,578,288,,6598,,215,2390,-2
174066,University of Minnesota-Twin Cities,2005,All students total,63172,420,4696,2261,1177,,44771,,5911,3936,-2
174066,University of Minnesota-Twin Cities,2005,Undergraduate,41178,268,3530,1692,802,,30493,,3671,722,-2
174066,University of Minnesota-Twin Cities,2005,First professional,4092,39,429,80,84,,2975,,304,181,-2
174066,University of Minnesota-Twin Cities,2005,Graduate,17902,113,737,489,291,,11303,,1936,3033,-2
204796,Ohio State University-Main Campus,2005,All students total,59808,227,3027,4466,1309,,43640,,1971,5168,-2
204796,Ohio State University-Main Campus,2005,Undergraduate,42769,178,2309,3439,1015,,33119,,909,1800,-2
204796,Ohio State University-Main Campus,2005,First professional,3350,10,345,179,63,,2416,,282,55,-2
204796,Ohio State University-Main Campus,2005,Graduate,13689,39,373,848,231,,8105,,780,3313,-2
240444,University of Wisconsin-Madison,2005,All students total,45646,257,2123,1120,1238,,36963,,0,3945,-2
240444,University of Wisconsin-Madison,2005,Undergraduate,33283,189,1658,820,889,,28327,,0,1400,-2
240444,University of Wisconsin-Madison,2005,First professional,2488,25,153,84,102,,2076,,0,48,-2
240444,University of Wisconsin-Madison,2005,Graduate,9875,43,312,216,247,,6560,,0,2497,-2
